=== SHEET: Rủi ro cao ===
Row 200: Dept=Bộ Giao thông Vận tải | HS=None | QCVN=QCVN 09:2024/BGTVT QCVN 10:2024/BGTVT QCVN 82:2024/BGTVT QCVN 109:2024/BGTVT | Name=Ô tô...
Row 254: Dept=Bộ Giao thông Vận tải | HS=8705.10.00 | QCVN=None | Name=Xe cần cẩu bánh lốp (cần trục bánh lốp) - Loại có ...
Row 255: Dept=Bộ Giao thông Vận tải | HS=8705.10.00 | QCVN=None | Name=Xe cần cẩu bánh xích (cần trục bánh xích) - Loại c...
Row 256: Dept=Bộ Giao thông Vận tải | HS=8705.40.00 | QCVN=None | Name=Xe trộn và vận chuyển bê tông (xe trộn bê tông)...
Row 257: Dept=Bộ Giao thông Vận tải | HS=8705.90.50 | QCVN=None | Name=Xe quét, chà sàn...
Row 258: Dept=Bộ Giao thông Vận tải | HS=8705.90.50 | QCVN=None | Name=Xe hút bùn, bể phốt (chất thải)...
Row 259: Dept=Bộ Giao thông Vận tải | HS=8705.90.50 | QCVN=None | Name=Xe quét đường...
Row 260: Dept=Bộ Giao thông Vận tải | HS=8705.90.50 | QCVN=None | Name=Xe phun, tưới chất lỏng...
Row 261: Dept=Bộ Giao thông Vận tải | HS=8705.90.90 | QCVN=None | Name=Xe phun bê tông; Xe máy chuyên dùng loại khác...
Row 262: Dept=Bộ Giao thông Vận tải | HS=8705.90.90 | QCVN=None | Name=Xe bơm bê tông...
Row 263: Dept=Bộ Giao thông Vận tải | HS=8705.90.90 | QCVN=None | Name=Xe chở, trộn, ép rác...
Row 264: Dept=Bộ Giao thông Vận tải | HS=8705.90.90 | QCVN=None | Name=Xe băng tải...
Row 265: Dept=Bộ Giao thông Vận tải | HS=8705.90.90 | QCVN=None | Name=Xe thang lên máy bay...
Row 266: Dept=Bộ Giao thông Vận tải | HS=8705.90.90 | QCVN=None | Name=Xe đưa hành khách khuyết tật lên máy bay...
Row 267: Dept=Bộ Giao thông Vận tải | HS=8705.90.90 | QCVN=None | Name=Xe hút chất thải máy bay...
Row 268: Dept=Bộ Giao thông Vận tải | HS=8705.90.90 | QCVN=None | Name=Xe cấp điện cho máy bay...
Row 269: Dept=Bộ Giao thông Vận tải | HS=87.09 | QCVN=None | Name=Xe kéo hàng hóa, hành lý trong sân bay...
Row 270: Dept=Bộ Giao thông Vận tải | HS=87.09 | QCVN=None | Name=Xe chở nhiên liệu cho máy bay (có cơ cấu nạp nhiên...
Row 271: Dept=Bộ Giao thông Vận tải | HS=87.09 | QCVN=None | Name=Xe chở nước sạch cho máy bay (có cơ cấu cấp nước s...
Row 272: Dept=Bộ Giao thông Vận tải | HS=None | QCVN=QCVN 11:2024/BGTVT | Name=Rơ moóc và sơ mi rơ moóc...
Row 273: Dept=Bộ Giao thông Vận tải | HS=87.16 | QCVN=QCVN 11:2024/BGTVT | Name=Rơ moóc...
Row 274: Dept=Bộ Giao thông Vận tải | HS=87.16 | QCVN=QCVN 11:2024/BGTVT | Name=Sơ mi rơ moóc...
Row 275: Dept=Bộ Giao thông Vận tải | HS=None | QCVN=QCVN 11:2024/BGTVT | Name=Phụ tùng xe cơ giới (Trừ phụ tùng sản xuất trong n...
Row 276: Dept=Bộ Giao thông Vận tải | HS=7009.10.00 | QCVN=QCVN 33:2024/BGTVT | Name=Gương dùng cho xe ô tô...
Row 277: Dept=Bộ Giao thông Vận tải | HS=7009.10.00 | QCVN=QCVN 28:2024/BGTVT | Name=Gương chiếu hậu dùng cho xe mô tô, xe gắn máy...
Row 278: Dept=Bộ Giao thông Vận tải | HS=8714.10.50 | QCVN=QCVN 113:2024/BGTVT | Name=Vành bánh xe mô tô, xe gắn máy...
Row 279: Dept=Bộ Giao thông Vận tải | HS=8708.7 | QCVN=QCVN 78:2024/BGTVT | Name=Vành hợp kim nhẹ dùng cho xe ô tô...
Row 280: Dept=Bộ Giao thông Vận tải | HS=4011.40.00 | QCVN=QCVN 36:2024/BGTVT | Name=Lốp hơi dùng cho xe mô tô, xe gắn máy...
Row 281: Dept=Bộ Giao thông Vận tải | HS=4011.10.00 | QCVN=QCVN 34:2024/BGTVT | Name=Lốp hơi dùng cho ô tô...
Row 282: Dept=Bộ Giao thông Vận tải | HS=4011.2 | QCVN=QCVN 34:2024/BGTVT | Name=Lốp hơi dùng cho ô tô...
Row 283: Dept=Bộ Giao thông Vận tải | HS=4011.90.10 | QCVN=None | Name=None...
Row 284: Dept=Bộ Giao thông Vận tải | HS=8512.2 | QCVN=QCVN 125:2024/BGTVT | Name=Đèn chiếu sáng phía trước của phương tiện giao thô...
Row 285: Dept=Bộ Giao thông Vận tải | HS=8714.10.30 | QCVN=QCVN 124:2024/BGTVT | Name=Khung xe mô tô, xe gắn máy...
Row 286: Dept=Bộ Giao thông Vận tải | HS=8507 | QCVN=QCVN 31:2026/BXD | Name=Ắc quy sử dụng cho xe mô tô điện, xe gắn máy điện...
Row 287: Dept=Bộ Giao thông Vận tải | HS=70.07 | QCVN=QCVN 32:2024/BGTVT | Name=Kính an toàn của xe ô tô...
Row 288: Dept=Bộ Giao thông Vận tải | HS=8708.22 | QCVN=QCVN 32:2024/BGTVT | Name=Kính an toàn của xe ô tô...
Row 289: Dept=Bộ Giao thông Vận tải | HS=84.07 | QCVN=QCVN 37:2024/BGTVT | Name=Động cơ xe mô tô, xe gắn máy...
Row 290: Dept=Bộ Giao thông Vận tải | HS=85.01 | QCVN=QCVN 30:2026/BXD | Name=Động cơ sử dụng cho xe mô tô điện, xe gắn máy điện...
Row 291: Dept=Bộ Giao thông Vận tải | HS=None | QCVN=QCVN 67:2018/BGTVT QCVN 22:2018/BGTVT | Name=Sản phẩm công nghiệp dùng trong giao thông vận tải...
Row 292: Dept=Bộ Giao thông Vận tải | HS=73.11 | QCVN=QCVN 67:2018/BGTVT | Name=Bình chịu áp lực có áp suất làm việc định mức cao ...
Row 293: Dept=Bộ Giao thông Vận tải | HS=7311.00.99) | QCVN=QCVN 67:2018/BGTVT | Name=Bình chịu áp lực có áp suất làm việc định mức cao ...
Row 294: Dept=Bộ Giao thông Vận tải | HS=84.26 | QCVN=QCVN 22:2018/BGTVT | Name=Thiết bị xếp dỡ lắp đặt, sử dụng...
Row 295: Dept=Bộ Giao thông Vận tải | HS=84.28 | QCVN=None | Name=trên phương tiện giao thông vận tải đường bộ, đườn...
Row 296: Dept=Bộ Giao thông Vận tải | HS=84.26 | QCVN=QCVN 22:2018/BGTVT | Name=Phương tiện, thiết bị xếp dỡ chuyên dùng trong cản...
Row 297: Dept=Bộ Giao thông Vận tải | HS=84.27 | QCVN=QCVN 22:2018/BGTVT | Name=Phương tiện, thiết bị xếp dỡ chuyên dùng trong cản...
Row 298: Dept=Bộ Giao thông Vận tải | HS=84.28 | QCVN=QCVN 22:2018/BGTVT | Name=Phương tiện, thiết bị nâng, hạ, giữ, xếp hàng, nân...
Row 574: Dept=Bộ Xây dựng | HS=2524.90.00 | QCVN=QCVN 16:2023/BXD | Name=Amiăng trắng...
Row 575: Dept=Bộ Xây dựng | HS=2618.00.00 | QCVN=QCVN 16:2023/BXD | Name=Xỉ hạt (bao gồm: Xỉ hạt lò cao; Xỉ hạt phốt pho lò...
Row 576: Dept=Bộ Xây dựng | HS=2621.90.90 | QCVN=QCVN 16:2023/BXD | Name=Xỉ hạt (bao gồm: Xỉ hạt lò cao; Xỉ hạt phốt pho lò...
Row 577: Dept=Bộ Xây dựng | HS=2621.90.90 | QCVN=QCVN 16:2023/BXD | Name=Tro bay dùng cho vật liệu xây dựng (bao gồm: Phụ g...
Row 578: Dept=Bộ Xây dựng | HS=2620.99.90 | QCVN=QCVN 16:2023/BXD | Name=Tro xỉ nhiệt điện đốt than làm vật liệu san lấp...
Row 579: Dept=Bộ Xây dựng | HS=2621.90.90 | QCVN=QCVN 16:2023/BXD | Name=Tro xỉ nhiệt điện đốt than làm vật liệu san lấp...
Row 580: Dept=Bộ Xây dựng | HS=2619.00.00 | QCVN=QCVN 16:2023/BXD | Name=Xỉ thép làm vật liệu san lấp...
Row 581: Dept=Bộ Xây dựng | HS=3825.69.00 | QCVN=QCVN 16:2023/BXD | Name=Hỗn hợp thạch cao phốt pho làm vật liệu san lấp...
Row 582: Dept=Bộ Xây dựng | HS=3824.40.00 | QCVN=QCVN 16:2023/BXD | Name=Thạch cao phospho dùng để sản xuất xi măng...
Row 583: Dept=Bộ Xây dựng | HS=6809.11.00 | QCVN=QCVN 16:2023/BXD | Name=Tấm thạch cao, Panel thạch cao cốt sợi, panel thạc...
Row 584: Dept=Bộ Xây dựng | HS=6809.19.90 | QCVN=QCVN 16:2023/BXD | Name=Tấm thạch cao, Panel thạch cao cốt sợi, panel thạc...
Row 585: Dept=Bộ Xây dựng | HS=6809.90.90 | QCVN=QCVN 16:2023/BXD | Name=Tấm thạch cao, Panel thạch cao cốt sợi, panel thạc...
Row 586: Dept=Bộ Xây dựng | HS=7005.10.90 | QCVN=QCVN 16:2023/BXD | Name=Kính xây dựng (bao gồm: Kính nổi; Kính phủ phản qu...
Row 587: Dept=Bộ Xây dựng | HS=7005.21.90 | QCVN=QCVN 16:2023/BXD | Name=Kính xây dựng (bao gồm: Kính nổi; Kính phủ phản qu...
Row 588: Dept=Bộ Xây dựng | HS=7005.29.20 | QCVN=QCVN 16:2023/BXD | Name=Kính xây dựng (bao gồm: Kính nổi; Kính phủ phản qu...
Row 589: Dept=Bộ Xây dựng | HS=7005.29.90 | QCVN=QCVN 16:2023/BXD | Name=Kính xây dựng (bao gồm: Kính nổi; Kính phủ phản qu...
Row 590: Dept=Bộ Xây dựng | HS=7007.19.90 | QCVN=QCVN 16:2023/BXD | Name=Kính xây dựng (bao gồm: Kính nổi; Kính phủ phản qu...
Row 591: Dept=Bộ Xây dựng | HS=7007.29.90 | QCVN=QCVN 16:2023/BXD | Name=Kính xây dựng (bao gồm: Kính nổi; Kính phủ phản qu...
Row 592: Dept=Bộ Xây dựng | HS=7008.00.00 | QCVN=QCVN 16:2023/BXD | Name=Kính xây dựng (bao gồm: Kính nổi; Kính phủ phản qu...
=== SHEET: Rủi ro trung bình ===
Row 1553: Dept=Bộ Giao thông Vận tải | HS=9401.80.00 | QCVN=QCVN 123:2024/BGTVT | Name=Thiết bị an toàn cho trẻ em...
Row 1554: Dept=Bộ Giao thông Vận tải | HS=9401.79.90 | QCVN=QCVN 123:2024/BGTVT | Name=Thiết bị an toàn cho trẻ em...
Row 1555: Dept=Bộ Giao thông Vận tải | HS=None | QCVN=QCVN 123:2024/BGTVT | Name=Thiết bị an toàn cho trẻ em...
Row 1556: Dept=Bộ Giao thông Vận tải | HS=8601.10.00 | QCVN=Chưa có (đối tượng chưa có ở Việt Nam) | Name=Đầu máy chạy điện từ nguồn điện cấp từ bên ngoài h...
Row 1557: Dept=Bộ Giao thông Vận tải | HS=8601.20.00 | QCVN=Chưa có (đối tượng chưa có ở Việt Nam) | Name=Đầu máy chạy điện từ nguồn điện cấp từ bên ngoài h...
Row 1558: Dept=Bộ Giao thông Vận tải | HS=86.03 | QCVN=QCVN 23:2025/BXD QCVN 25:2025/BXD | Name=Toa xe đường sắt đô thị...
Row 1559: Dept=Bộ Giao thông Vận tải | HS=8604.00.00 | QCVN=QCVN 23:2025/BXD QCVN 24:2025/BXD QCVN 25:2025/BXD QCVN 22:2018/BGTVT | Name=Phương tiện chuyên dùng: Goòng máy; Ô tô ray; Cần ...
Row 1560: Dept=Bộ Giao thông Vận tải | HS=8605.00.00 | QCVN=QCVN 23:2025/BXD | Name=Toa xe hành lý; Toa xe bưu vụ; Toa xe hàng ăn...
Row 1561: Dept=Bộ Giao thông Vận tải | HS=8605.00.00 | QCVN=QCVN 25:2025/BXD | Name=Toa xe hành lý; Toa xe bưu vụ; Toa xe hàng ăn...
Row 1562: Dept=Bộ Giao thông Vận tải | HS=8606 | QCVN=QCVN 23:2025/BXD QCVN 25:2025/BXD | Name=Toa xe hàng và toa goòng không tự hành...
Row 1563: Dept=Bộ Giao thông Vận tải | HS=8607.11.00 | QCVN=QCVN 26:2025/BXD | Name=Giá chuyển hướng của đầu máy Giá chuyển hướng của ...
Row 1564: Dept=Bộ Giao thông Vận tải | HS=8607.12.00 | QCVN=QCVN 26:2025/BXD | Name=Giá chuyển hướng của đầu máy Giá chuyển hướng của ...
Row 1565: Dept=Bộ Giao thông Vận tải | HS=8607.21.00 | QCVN=QCVN 28:2025/BXD | Name=Van phân phối đầu máy...
Row 1566: Dept=Bộ Giao thông Vận tải | HS=8607.21.00 | QCVN=QCVN 28:2025/BXD | Name=Van hãm toa xe...
Row 1567: Dept=Bộ Giao thông Vận tải | HS=8607.30.00 | QCVN=QCVN 27:2025/BXD | Name=Bộ móc nối, đỡ đấm...
Row 1568: Dept=Bộ Giao thông Vận tải | HS=86.02 | QCVN=QCVN 23:2025/BXD | Name=Đầu máy Điêzen...
Row 1569: Dept=Bộ Giao thông Vận tải | HS=86.02 | QCVN=QCVN 24:2025/BXD | Name=Đầu máy Điêzen...
Row 1570: Dept=Bộ Giao thông Vận tải | HS=8605.00.00 | QCVN=QCVN 23:2025/BXD | Name=Toa xe chở khách không tự hành; Toa xe công vụ, ph...
Row 1571: Dept=Bộ Giao thông Vận tải | HS=8605.00.00 | QCVN=QCVN 25:2025/BXD | Name=Toa xe chở khách không tự hành; Toa xe công vụ, ph...
Row 1996: Dept=Bộ Xây dựng | HS=2523.29.10 | QCVN=QCVN 16:2023/BXD | Name=Xi măng (bao gồm: Xi măng poóc lăng; Xi măng poóc ...
Row 1997: Dept=Bộ Xây dựng | HS=2523.29.90 | QCVN=QCVN 16:2023/BXD | Name=Xi măng (bao gồm: Xi măng poóc lăng; Xi măng poóc ...
Row 1998: Dept=Bộ Xây dựng | HS=3209.10.90 | QCVN=QCVN 16:2023/BXD | Name=Sơn tường - dạng nhũ tương...
Row 1999: Dept=Bộ Xây dựng | HS=3917.21.00 | QCVN=QCVN 16:2023/BXD | Name=Ống và phụ tùng (phụ kiện ghép nối) (bao gồm: Bằng...
Row 2000: Dept=Bộ Xây dựng | HS=3917.22.00 | QCVN=QCVN 16:2023/BXD | Name=Ống và phụ tùng (phụ kiện ghép nối) (bao gồm: Bằng...
Row 2001: Dept=Bộ Xây dựng | HS=3917.23.00 | QCVN=QCVN 16:2023/BXD | Name=Ống và phụ tùng (phụ kiện ghép nối) (bao gồm: Bằng...
Row 2002: Dept=Bộ Xây dựng | HS=3917.29.25 | QCVN=QCVN 16:2023/BXD | Name=Ống và phụ tùng (phụ kiện ghép nối) (bao gồm: Bằng...
Row 2003: Dept=Bộ Xây dựng | HS=3917.40.00 | QCVN=QCVN 16:2023/BXD | Name=Ống và phụ tùng (phụ kiện ghép nối) (bao gồm: Bằng...
Row 2004: Dept=Bộ Xây dựng | HS=7303.00.11 | QCVN=QCVN 16:2023/BXD | Name=Ống và phụ tùng (phụ kiện ghép nối) (bao gồm: Bằng...
Row 2005: Dept=Bộ Xây dựng | HS=7303.00.19 | QCVN=QCVN 16:2023/BXD | Name=Ống và phụ tùng (phụ kiện ghép nối) (bao gồm: Bằng...
Row 2006: Dept=Bộ Xây dựng | HS=7307.19.00 | QCVN=QCVN 16:2023/BXD | Name=Ống và phụ tùng (phụ kiện ghép nối) (bao gồm: Bằng...
Row 2007: Dept=Bộ Xây dựng | HS=4410.11.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2008: Dept=Bộ Xây dựng | HS=4410.12.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2009: Dept=Bộ Xây dựng | HS=4410.19.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2010: Dept=Bộ Xây dựng | HS=4410.90.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2011: Dept=Bộ Xây dựng | HS=4411.12.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2012: Dept=Bộ Xây dựng | HS=4411.13.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2013: Dept=Bộ Xây dựng | HS=4411.14.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2014: Dept=Bộ Xây dựng | HS=4411.92.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2015: Dept=Bộ Xây dựng | HS=4411.93.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2016: Dept=Bộ Xây dựng | HS=4411.94.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2017: Dept=Bộ Xây dựng | HS=4412.10.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2018: Dept=Bộ Xây dựng | HS=4412.31.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2019: Dept=Bộ Xây dựng | HS=4412.33.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2020: Dept=Bộ Xây dựng | HS=4412.34.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2021: Dept=Bộ Xây dựng | HS=4412.39.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2022: Dept=Bộ Xây dựng | HS=4412.41.10 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2023: Dept=Bộ Xây dựng | HS=4412.41.90 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2024: Dept=Bộ Xây dựng | HS=4412.49.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
